Id,MlsNumber,BathroomTotal,Bedrooms,SizeInterior,StoriesTotal,Type,AreaUnformatted,HalfBathTotal,PriceUnformattedValue,Longitude,Latitude
27504119,A2170766,2,1 + 0,882 sqft,4,Apartment,882 sqft,1,365000,-114.078223261,50.922211903
27504115,A2169911,2,1 + 0,962.61 sqft,15,Apartment,963 sqft,0,350000,-114.079507103,51.051037573
27503999,A2169700,1,1 + 0,569.28 sqft,24,Apartment,569 sqft,0,334800,-114.067143373,51.052626317
27503998,A2170026,4,4 + 1,2409 sqft,2,House,2409 sqft,1,1095000,-114.147911131,51.175163264
27503980,A2170511,1,1 + 0,569 sqft,6,Apartment,569 sqft,0,515000,-113.93565408,50.897523631
27503921,A2170671,3,3 + 1,2000 sqft,2,House,2000 sqft,1,1300000,-114.1380262,51.0325284
27503920,A2170513,2,2 + 0,1303.03 sqft,27,Apartment,1303 sqft,0,625000,-114.082147008,51.049212924
27503914,A2170302,2,3 + 2,1034.27 sqft,,House,1034 sqft,0,549900,-114.112217967,50.895600468
27503913,A2170575,1,1 + 0,668 sqft,6,Apartment,668 sqft,0,515000,-113.93565408,50.897523631
27503630,A2168165,4,3 + 2,1867.57 sqft,2,House,1868 sqft,1,729900,-114.0508051,51.1476683
27503629,A2169998,4,3 + 1,2108.25 sqft,2,House,2108 sqft,1,799900,-114.131326477,51.160569457
27503577,A2170767,1,2 + 0,535.72 sqft,5,Apartment,536 sqft,0,299000,-114.1478781,51.171235
27503576,A2169961,3,4 + 0,1743 sqft,2,House,1743 sqft,0,695000,-113.951829645,51.138724706
27503575,A2170760,5,3 + 1,1996.86 sqft,2,Duplex,1997 sqft,1,1014900,-114.1032612,51.0698488
27503461,A2170709,2,2 + 2,785 sqft,1,Duplex,785 sqft,0,524000,-114.090642792,51.084993171
27503446,A2170559,1,1 + 0,843 sqft,20,Apartment,843 sqft,0,349900,-114.065519438,51.038923886
27503444,A2169219,1,1 + 0,656.5 sqft,11,Apartment,656 sqft,0,259900,-114.065452904,51.051924974
27503408,A2170763,2,3 + 0,791.8 sqft,4,Apartment,792 sqft,0,399900,-114.027471273,50.865447601
27503404,A2170476,2,4 + 0,1211.4 sqft,1,House,1211 sqft,0,629900,-114.0558833,51.0722227
27503403,A2170735,3,3 + 1,1332 sqft,2,Row / Townhouse,1332 sqft,1,400000,-114.113997147,50.962094392
27503296,A2170582,3,3 + 2,1814 sqft,2,House,1814 sqft,1,739900,-114.061781067,51.130435296
27503255,A2170730,2,2 + 0,890 sqft,7,Apartment,890 sqft,0,337500,-114.092318842,51.041976853
27503203,A2164121,2,2 + 0,970 sqft,4,Apartment,970 sqft,0,334500,-113.959336297,50.92830217
27503124,A2169522,3,3 + 0,1334.4 sqft,2,Row / Townhouse,1334 sqft,1,469999,-113.944392614,51.120985706
27503055,A2170739,4,3 + 2,1972 sqft,2,Duplex,1972 sqft,1,1189900,-114.1157432,51.006625
27503053,A2168722,4,3 + 1,1245.54 sqft,,House,1246 sqft,1,770000,-114.1262425,50.9432317
27503032,A2170047,4,2 + 0,1326.73 sqft,2,Row / Townhouse,1327 sqft,1,549000,-114.141947776,51.145935516
27503031,A2170434,4,3 + 1,1965.55 sqft,2,Duplex,1966 sqft,1,919900,-114.123305404,51.029248355
27502919,A2170485,2,2 + 0,845 sqft,4,Apartment,845 sqft,0,345000,-113.964915665,50.928928833
27502918,A2169210,1,1 + 0,628 sqft,28,Apartment,628 sqft,0,399900,-114.080193052,51.03878605
27502917,A2170478,4,3 + 1,1281.29 sqft,2,Duplex,1281 sqft,1,562500,-114.029818215,50.874281802
27502915,A2170669,2,0 + 2,502 sqft,,Duplex,502 sqft,1,279000,-113.962650562,51.073887837
27502914,A2170752,3,3 + 1,1680 sqft,3,Row / Townhouse,1680 sqft,1,853000,-114.202520131,51.06403946
27502912,A2170747,3,3 + 0,2183.1 sqft,2,House,2183 sqft,1,979900,-114.263009097,51.109801674
27502911,A2170544,2,3 + 1,1247 sqft,2,House,1247 sqft,0,479999,-113.9448823,51.1090581
27502910,A2170685,3,3 + 0,1615.74 sqft,2,House,1616 sqft,1,639000,-114.005267099,50.862376514
27502908,A2170748,3,3 + 0,2291.2 sqft,2,House,2291 sqft,1,758800,-114.119935912,51.175625536
27502907,A2170714,3,2 + 0,1136.58 sqft,2,Duplex,1137 sqft,1,509900,-113.966881239,50.903396299
27502906,A2170726,3,3 + 1,2103.7 sqft,,House,2104 sqft,0,849900,-114.170342607,51.12989871
27502905,A2170338,2,3 + 0,1316 sqft,1,House,1316 sqft,1,799900,-114.092047464,51.101522197
27502903,A2170751,3,3 + 0,1769 sqft,8,Apartment,1769 sqft,0,899900,-114.208666617,51.064409462
27502902,A2170376,1,1 + 0,732 sqft,8,Apartment,732 sqft,0,195000,-114.077956132,51.042119209
27502901,A2170738,2,2 + 0,1056.9 sqft,2,Row / Townhouse,1057 sqft,0,394900,-113.95673,51.1571
27502900,A2170627,3,3 + 0,2220.28 sqft,2,House,2220 sqft,1,794900,-114.108129945,51.185109986
27502897,A2170743,3,5 + 0,2056.71 sqft,2,House,2057 sqft,0,789900,-113.940601174,51.169493837
27502896,A2170744,4,3 + 1,2662 sqft,2,House,2662 sqft,1,1139900,-114.264178882,51.109547949
27502770,A2170532,2,2 + 0,1094.01 sqft,4,Apartment,1094 sqft,0,290000,-114.16005681,51.08631747
27502753,A2170734,4,2 + 0,1236 sqft,2,Row / Townhouse,1236 sqft,1,465000,-113.9475645,51.1625799
27502743,A2163782,4,4 + 1,2306.1 sqft,2,House,2306 sqft,1,775000,-114.072590085,51.15296478
27502734,A2169897,2,2 + 0,1032.73 sqft,4,Apartment,1033 sqft,0,429900,-114.085553395,51.058065622
27502733,A2170437,2,0 + 2,466.8 sqft,2,Row / Townhouse,467 sqft,0,358000,-114.084395629,51.041752631
27502708,A2170740,3,3 + 1,1242.8 sqft,2,House,1243 sqft,2,549900,-113.966086882,51.114373476
27502659,A2170729,2,2 + 0,698 sqft,4,Apartment,698 sqft,0,359900,-113.943421367,50.893381076
27502658,A2170588,3,3 + 1,2036 sqft,2,House,2036 sqft,1,899999,-113.98470464,50.924556213
27502643,A2170389,1,1 + 0,439.6 sqft,5,Apartment,440 sqft,0,224900,-114.057052532,51.053751606
27502630,A2170403,2,2 + 0,1031.79 sqft,31,Apartment,1032 sqft,0,550000,-114.0520702,51.047644655
27502629,A2170717,3,3 + 0,1775.57 sqft,2,House,1776 sqft,1,669800,-114.1119851,51.1865427
27502628,A2170307,3,4 + 0,2014.64 sqft,2,Row / Townhouse,2015 sqft,0,965000,-114.208666617,51.064409462
27502627,A2169169,4,3 + 1,2360 sqft,2,House,2360 sqft,1,879900,-114.000813522,50.94674027
27502617,A2170713,1,1 + 0,507.48 sqft,44,Apartment,507 sqft,0,339900,-114.0555257,51.0414766
27502616,A2170687,1,2 + 0,865 sqft,3,Apartment,865 sqft,0,279900,-114.047318332,50.916748676
27502526,A2170706,4,3 + 1,1897.39 sqft,3,Duplex,1897 sqft,0,1098000,-114.130589962,51.059347659
27502523,A2170707,1,2 + 0,972.74 sqft,1,House,973 sqft,0,925000,-114.140718401,51.035351926
27502479,A2169773,3,3 + 1,1288 sqft,1,House,1288 sqft,0,899900,-114.039909378,50.932584517
27502477,A2170546,2,3 + 1,1149.88 sqft,1,House,1150 sqft,0,535000,-114.082222594,51.116768906
27502475,A2164899,2,2 + 0,1172.3 sqft,19,Apartment,1172 sqft,0,599000,-114.073181826,51.041974688
27502473,A2170228,3,3 + 0,1383.54 sqft,2,Row / Townhouse,1384 sqft,1,429000,-113.955025027,51.129793256
27502472,A2170597,2,3 + 1,1216.76 sqft,2,House,1217 sqft,1,539900,-114.0725679,50.9183959
27502439,A2170596,3,3 + 0,1253 sqft,2,Row / Townhouse,1253 sqft,1,424900,-114.055774906,51.16215031
27502434,A2170699,2,2 + 0,1768 sqft,24,Apartment,1768 sqft,0,489900,-114.0723834,51.0528407
27502395,A2170496,2,3 + 1,1011 sqft,1,House,1011 sqft,0,524900,-113.985556056,51.018420278
27502394,A2170505,4,4 + 1,2511.25 sqft,2,House,2511 sqft,0,1050000,-114.185909756,51.042316364
27502391,A2169032,4,3 + 0,1571 sqft,2,Row / Townhouse,1571 sqft,1,549900,-114.21089712,51.113536743
27502341,A2169641,3,4 + 0,1899.6 sqft,2,House,1900 sqft,0,719900,-114.170483214,51.186411534
27502284,A2170691,2,2 + 0,835.61 sqft,4,Apartment,836 sqft,0,359900,-114.238388761,51.138979707
27502282,A2169937,3,4 + 0,1787.73 sqft,2,House,1788 sqft,0,719900,-114.170483214,51.186411534
27502281,A2170382,4,3 + 1,2352 sqft,2,House,2352 sqft,1,1299900,-114.18682,51.05141
27502272,A2169448,3,4 + 0,2200 sqft,2,House,2200 sqft,1,789900,-113.925932237,51.074541927
27502109,A2170548,1,1 + 0,669.2 sqft,4,Apartment,669 sqft,0,259000,-114.05647289,51.159172947
27502105,A2169943,3,4 + 0,1899.6 sqft,2,House,1900 sqft,0,729900,-114.170483214,51.186411534
27502098,A2169678,3,3 + 0,1537.4 sqft,3,Row / Townhouse,1537 sqft,1,494999,-114.064459998,50.864339739
27502097,A2170688,2,2 + 1,801.96 sqft,1,Duplex,802 sqft,0,529000,-113.950913899,51.094245004
27502096,A2170507,3,4 + 3,1350.9 sqft,1,House,1351 sqft,0,789900,-114.104155103,50.95257228
27502088,A2168006,2,2 + 0,809.17 sqft,4,Apartment,809 sqft,0,375000,-114.140451104,51.171753516
27502086,A2169617,4,3 + 1,1464 sqft,2,House,1464 sqft,1,599900,-114.124073297,50.940267899
27502044,A2168681,3,2 + 0,2164.08 sqft,20,Apartment,2164 sqft,1,1530000,-114.063707638,51.044891834
27502034,A2170662,2,3 + 0,1567 sqft,1,House,1567 sqft,0,995000,-114.0959047,51.053282
27502033,A2170238,3,3 + 1,1123 sqft,2,Row / Townhouse,1123 sqft,1,389900,-113.95159425,51.053090076
27501949,A2169662,3,2 + 1,1175 sqft,3,Row / Townhouse,1175 sqft,1,684900,-114.139334558,51.036547605
27501945,A2169483,3,3 + 0,1955 sqft,2,House,1955 sqft,1,854900,-114.260348339,51.109029688
27501932,A2170448,1,2 + 0,909.3 sqft,1,Mobile Home,909 sqft,0,73000,-113.9455055,51.0379183
27501931,A2170223,3,2 + 2,2208.97 sqft,1,House,2209 sqft,0,1999000,-114.09328806,50.996114728
27501820,A2169099,2,3 + 0,1193.86 sqft,2,House,1194 sqft,1,635500,-114.019272267,50.974862942
27501800,A2169626,1,2 + 0,1043 sqft,6,Apartment,1043 sqft,0,599000,-114.071907109,51.02546186
27501799,A2170668,3,3 + 0,1404.7 sqft,2,Duplex,1405 sqft,1,648888,-114.200822754,51.069458545
27501797,A2169633,2,2 + 0,980 sqft,4,Apartment,980 sqft,0,320000,-114.089330017,51.165693513
27501733,A2170239,3,3 + 1,1233 sqft,,House,1233 sqft,0,699900,-114.018085945,50.915437844
27501702,A2170665,7,4 + 2,4152 sqft,2,House,4152 sqft,2,3875000,-114.080474118,51.019845558
27501649,A2170653,2,3 + 0,803.62 sqft,4,Apartment,804 sqft,0,344900,-113.932654415,50.926075143
27501584,A2170460,1,1 + 0,699.77 sqft,4,Apartment,700 sqft,0,175000,-114.056753364,51.096499073
27501583,A2169567,2,2 + 0,1002.06 sqft,4,Apartment,1002 sqft,0,479000,-114.131967519,51.180452168
27501447,A2170642,5,4 + 1,4437 sqft,2,House,4437 sqft,1,1999000,-114.194418378,51.069673713
27501437,A2169774,2,3 + 0,1451 sqft,1,House,1451 sqft,0,579900,-114.088379667,51.140264018
27501429,A2168935,4,4 + 2,2353 sqft,2,House,2353 sqft,1,849900,-114.030838874,50.886665986
27501294,A2170637,3,3 + 0,1602.1 sqft,3,Row / Townhouse,1602 sqft,1,489900,-113.940206806,51.164586432
27501275,A2170383,4,3 + 1,1418.3 sqft,2,Duplex,1418 sqft,1,674900,-113.9248581,51.1484238
27501274,A2170463,2,2 + 0,1055 sqft,34,Apartment,1055 sqft,0,639900,-114.05235176,51.047168853
27501248,A2169240,2,3 + 0,825.7 sqft,5,Apartment,826 sqft,0,389900,-113.952974099,51.15150623
27501247,A2170610,2,2 + 0,1230 sqft,1,House,1230 sqft,1,724900,-114.104126301,51.164944902
27501216,A2170634,4,5 + 1,2353.5 sqft,2,House,2354 sqft,2,920000,-114.143884921,51.123033431
27501215,A2170225,4,3 + 1,2211.25 sqft,2,House,2211 sqft,1,920000,-114.151879668,51.124817952
27501112,A2169532,1,2 + 0,761.96 sqft,4,Apartment,762 sqft,0,235000,-114.092741477,51.042526818
27501099,A2169725,3,1 + 2,2016.14 sqft,1,House,2016 sqft,1,814900,-113.991048194,50.891366781
27501094,A2170621,3,4 + 2,2478.4 sqft,2,House,2478 sqft,1,999000,-114.0636981,50.8719822
27501093,A2168439,2,3 + 1,1171.83 sqft,1,House,1172 sqft,0,799900,-114.148368647,51.031044642
27501034,A2169226,2,3 + 1,1036 sqft,1,House,1036 sqft,0,489900,-114.122291384,50.945580901
27501031,A2170612,2,2 + 2,1078 sqft,1,House,1078 sqft,0,749900,-114.057065718,51.081204806
27501029,A2170409,3,2 + 2,1505.3 sqft,,House,1505 sqft,0,650000,-114.0622103,51.1493919
27500903,A2170608,1,2 + 0,1138.77 sqft,2,Row / Townhouse,1139 sqft,0,339900,-113.98005683,51.075068723
27500902,A2151212,3,4 + 0,2505 sqft,2,House,2505 sqft,1,798000,-114.090850555,51.188089697
27500898,A2170359,3,3 + 1,1269 sqft,,House,1269 sqft,1,579000,-114.025857268,50.941812072
27500831,A2169125,1,1 + 0,682.47 sqft,4,Apartment,682 sqft,0,300000,-114.242742031,51.139661472
27500828,A2170191,,,2351.74 sqft,,Multi-Family,2352 sqft,,1300000,-114.101041104,51.075153723
27500825,A2162954,3,3 + 0,1412 sqft,2,Row / Townhouse,1412 sqft,1,539900,-113.884277344,50.910555989
27500823,A2170306,3,2 + 0,988.91 sqft,2,Row / Townhouse,989 sqft,1,475000,-114.059490563,50.911005548
27500705,A2170483,2,3 + 1,973.16 sqft,1,House,973 sqft,0,629999,-114.064125339,51.108843687
27500704,A2170535,4,3 + 1,1860 sqft,2,House,1860 sqft,1,799900,-113.927701304,51.098343585
27500703,A2170002,3,3 + 0,2005 sqft,3,Row / Townhouse,2005 sqft,1,664900,-114.130773267,51.032133978
27500698,A2170587,3,3 + 0,1593 sqft,2,Duplex,1593 sqft,1,599900,-114.0417306,51.1841301
27500692,A2170091,2,3 + 0,1129.99 sqft,1,House,1130 sqft,0,499900,-113.939870472,51.081813985
27500691,A2170591,1,1 + 0,420.57 sqft,16,Apartment,421 sqft,0,295000,-114.0672932,51.0531236
27500617,A2169515,4,4 + 3,2274.99 sqft,2,House,2275 sqft,1,779900,-113.942164593,51.119001167
27500616,A2170452,4,4 + 1,2775.86 sqft,2,House,2776 sqft,1,1349900,-114.078327637,51.005398481
27500614,A2169826,1,1 + 0,823 sqft,1,Apartment,823 sqft,0,349900,-114.064209234,51.030640269
27500496,A2170414,3,2 + 0,1307.03 sqft,2,House,1307 sqft,1,574900,-114.121446464,50.900650524
27500495,A2168160,1,2 + 2,1107.46 sqft,1,House,1107 sqft,0,898800,-114.12478349,51.026405288
27500462,A2169808,1,1 + 0,690.31 sqft,4,Apartment,690 sqft,0,360000,-114.086068873,51.037049147
27500461,A2169278,1,3 + 0,1124.2 sqft,2,Row / Townhouse,1124 sqft,0,345000,-114.054313746,51.100785862
27500374,A2170571,3,3 + 0,1528 sqft,2,Row / Townhouse,1528 sqft,1,659000,-114.20531,51.03498
27500371,A2170555,2,2 + 0,1056.5 sqft,2,Row / Townhouse,1056 sqft,0,394900,-113.95673,51.1571
27500370,A2170474,1,2 + 0,1512.5 sqft,1,House,1512 sqft,0,626000,-114.0642996,51.1012355
27500369,A2170125,2,2 + 0,968.92 sqft,4,Apartment,969 sqft,0,419000,-114.0684141,51.0031679
27500334,A2170207,2,2 + 1,946.71 sqft,1,House,947 sqft,0,565000,-113.989344208,51.018300876
27500181,A2170479,1,1 + 0,508 sqft,4,Apartment,508 sqft,0,179900,-114.07853621,51.002164457
27500104,A2169537,3,3 + 0,1383 sqft,2,House,1383 sqft,1,575000,-114.092087742,50.903294325
27500103,A2170430,2,2 + 0,762 sqft,4,Apartment,762 sqft,0,319900,-114.14037829,51.165555102
27500102,A2170025,3,3 + 1,2138 sqft,2,House,2138 sqft,1,825000,-113.955273056,50.896875486
27500101,A2169514,4,3 + 1,2263.48 sqft,2,House,2263 sqft,1,999900,-114.18684933,51.131578817
27500100,A2170550,3,3 + 0,2155.92 sqft,2,House,2156 sqft,1,799900,-114.135189161,51.178917687
27499889,A2170538,2,2 + 0,672 sqft,4,Apartment,672 sqft,0,385900,-114.124286688,51.038085684
27499870,A2168838,4,2 + 1,1570 sqft,3,Row / Townhouse,1570 sqft,1,775000,-114.097920402,51.038878253
27499856,A2148352,2,2 + 1,872.3 sqft,1,House,872 sqft,0,598800,-114.058571055,51.080265334
27499854,A2170053,4,3 + 0,1788.99 sqft,2,House,1789 sqft,1,720000,-114.137740061,51.155860127
27499767,A2169910,2,2 + 0,862.38 sqft,3,Apartment,862 sqft,0,289982,-114.136532537,51.126835663
27499638,A2170278,2,2 + 0,874.02 sqft,4,Apartment,874 sqft,0,294999,-114.136532537,51.126835663
27499627,A2168659,1,1 + 0,506.3 sqft,4,Apartment,506 sqft,0,264900,-113.94651395,50.892659356
27499625,A2170370,1,2 + 0,742.19 sqft,4,Apartment,742 sqft,0,225000,-114.083049669,50.949867274
27499577,A2170503,3,4 + 1,1691 sqft,2,House,1691 sqft,1,649900,-113.983289241,51.048832427
27499565,A2170515,4,5 + 2,2207.4 sqft,2,House,2207 sqft,1,719900,-113.938988907,51.118083044
27499564,A2170301,3,3 + 1,1313 sqft,2,House,1313 sqft,1,599900,-113.979923631,50.89474544
27499562,A2169462,2,3 + 0,1212.6 sqft,1,Mobile Home,1213 sqft,0,275000,-114.217479,51.1280326
27499426,A2170512,3,3 + 0,1291.87 sqft,2,Row / Townhouse,1292 sqft,1,549900,-113.91307,51.11477
27499423,A2170180,3,3 + 0,1274 sqft,,Row / Townhouse,1274 sqft,1,474555,-114.087319375,51.165182984
27499421,A2170504,2,2 + 0,853.97 sqft,4,Apartment,854 sqft,0,349900,-113.934182309,50.921693007
27499399,A2169733,2,2 + 0,804.2 sqft,6,Apartment,804 sqft,1,349900,-114.04235842,51.052722417
27499278,A2170336,4,2 + 1,1354 sqft,2,Row / Townhouse,1354 sqft,1,439900,-113.932463382,51.09831529
27499277,A2169566,3,3 + 1,1263 sqft,,House,1263 sqft,1,900000,-114.1328788,50.9709282
27499276,A2169178,3,3 + 0,2139 sqft,2,House,2139 sqft,1,799900,-113.948894107,50.889029231
27499256,A2170377,2,2 + 0,865.5 sqft,3,Apartment,866 sqft,0,299900,-114.167324015,51.057942985
27499072,A2169997,2,2 + 0,984 sqft,21,Apartment,984 sqft,0,359900,-114.073638943,50.975870468
27499071,A2170455,2,2 + 0,834.08 sqft,22,Apartment,834 sqft,0,549900,-114.067143373,51.052626317
27499070,A2168009,4,3 + 2,1598 sqft,1,House,1598 sqft,1,999800,-114.047392434,51.055921292
27499067,A2169766,3,1 + 2,1307 sqft,,Duplex,1307 sqft,1,699000,-114.204404373,51.015819876
27499060,A2168884,2,2 + 0,694.55 sqft,5,Apartment,695 sqft,0,369900,-113.9530092,51.150527
27499054,A2168244,3,2 + 1,998.88 sqft,1,Row / Townhouse,999 sqft,1,489800,-114.116550843,51.143879305
27499053,A2170477,1,1 + 0,449.05 sqft,3,Apartment,449 sqft,0,192900,-114.107059656,51.043879398
27498901,A2170459,4,4 + 1,2890 sqft,2,House,2890 sqft,1,1199900,-113.965488823,50.891289051
27498899,A2169619,1,1 + 0,792.3 sqft,3,Apartment,792 sqft,0,249900,-113.997175318,51.023709738
27498894,A2170489,3,3 + 0,1549.64 sqft,2,Row / Townhouse,1550 sqft,1,499777,-113.926308272,51.128565504
27498887,A2169990,1,1 + 0,666.44 sqft,4,Apartment,666 sqft,0,277900,-114.214632504,51.150276207
27498879,A2170065,1,3 + 1,959.3 sqft,1,House,959 sqft,0,599900,-114.054794751,51.093837616
27498877,A2170481,4,3 + 1,1842 sqft,2,House,1842 sqft,1,699900,-114.067979069,51.187346833
27498863,A2170488,2,2 + 0,843 sqft,4,Apartment,843 sqft,0,385000,-113.938904683,50.898019557
27498621,A2170475,2,2 + 0,815.1 sqft,4,Apartment,815 sqft,0,375000,-113.9491503,51.1346174
27498616,A2170424,1,2 + 0,822 sqft,7,Apartment,822 sqft,0,274900,-114.062748326,51.03928911
27498588,A2170352,4,3 + 2,2949.86 sqft,2,House,2950 sqft,1,1619000,-114.20446771,51.042349774
27498586,A2168939,3,2 + 2,1340.01 sqft,1,House,1340 sqft,0,950000,-114.153498316,51.025583196
27498585,A2170457,3,3 + 2,1078 sqft,1,House,1078 sqft,1,524900,-113.971443574,51.064429909
27498584,A2167271,1,1 + 0,795.8 sqft,5,Apartment,796 sqft,0,349900,-114.213513419,51.013348609
27498583,A2169392,3,3 + 1,1549.7 sqft,1,House,1550 sqft,0,1075000,-114.139207429,51.122669189
27498393,A2170369,4,2 + 1,1224.8 sqft,2,Row / Townhouse,1225 sqft,2,454900,-113.957428301,51.167518727
27498391,A2169721,3,3 + 0,1618.05 sqft,2,House,1618 sqft,1,649900,-113.998928115,50.853532864
27498390,A2170431,3,3 + 0,1215 sqft,2,Row / Townhouse,1215 sqft,1,549000,-114.2181858,51.03966
27498389,A2170010,2,2 + 0,881 sqft,32,Apartment,881 sqft,0,450000,-114.060278433,51.04014706
27498388,A2170350,2,2 + 0,623.5 sqft,13,Apartment,624 sqft,0,389900,-114.1286527,51.0872584
27498387,A2170353,4,4 + 1,2087.5 sqft,2,House,2088 sqft,1,929000,-114.171580019,51.130145102
27498378,A2168239,2,3 + 1,1053.02 sqft,1,House,1053 sqft,0,675000,-114.149934153,51.013851837
27498376,A2170453,4,3 + 2,1825.12 sqft,2,Duplex,1825 sqft,1,1019900,-114.0467023,51.0617448
27498323,A2169586,6,4 + 2,3462 sqft,2,House,3462 sqft,1,3195000,-114.1059025,51.0117399
27498317,A2170397,2,2 + 0,670 sqft,4,Apartment,670 sqft,0,325000,-113.9447516,51.1646973
27498315,A2163985,4,4 + 2,2210.21 sqft,2,House,2210 sqft,0,839900,-114.117502581,50.917016997
27498243,A2169480,2,2 + 0,1035 sqft,23,Apartment,1035 sqft,0,485000,-114.085420707,51.048355672
27498236,A2169714,,,,,,,,799000,-114.039624502,51.058223362
27498235,A2167970,3,3 + 0,1895.9 sqft,2,House,1896 sqft,1,649900,-114.116610201,50.898425882
27498234,A2168248,4,3 + 2,2447.41 sqft,2,House,2447 sqft,1,929000,-113.9208673,50.8710862
27498223,A2169999,4,3 + 1,1709.33 sqft,2,Duplex,1709 sqft,1,765000,-114.137043707,51.05093921
27498211,A2169879,3,3 + 0,1480 sqft,3,Row / Townhouse,1480 sqft,1,698000,-114.146198993,51.080017757
27498068,A2170420,3,4 + 1,2736.3 sqft,2,House,2736 sqft,1,829888,-114.117256997,50.944220403
27497915,A2165727,1,2 + 1,877.76 sqft,1,House,878 sqft,0,1300000,-114.089855391,51.055305521
27497914,A2162045,2,2 + 2,1063 sqft,1,House,1063 sqft,0,675000,-114.014614311,51.061665082
27497908,A2170000,2,2 + 0,1034.1 sqft,21,Apartment,1034 sqft,0,379990,-114.073638943,50.975870468
27497906,A2169885,3,2 + 0,1355.78 sqft,3,Row / Townhouse,1356 sqft,1,549000,-113.948498482,50.864611535
27497584,A2170360,4,4 + 1,2545 sqft,2,House,2545 sqft,1,815000,-114.160075434,51.166809318
27497478,A2170179,3,3 + 2,1196 sqft,1,House,1196 sqft,1,629900,-114.007097092,51.05791106
27497477,A2168893,2,3 + 1,1344.87 sqft,1,House,1345 sqft,1,599000,-114.081176906,50.946215783
27497348,A2167899,2,2 + 1,889 sqft,1,House,889 sqft,0,500000,-113.9254717,51.0562551
27497322,A2170216,4,3 + 1,2077 sqft,2,Duplex,2077 sqft,1,1185000,-114.1308932,51.0304375
27497321,A2169798,1,1 + 0,484.39 sqft,4,Apartment,484 sqft,0,249900,-114.022470505,50.860059173
27497320,A2168763,1,2 + 0,856.81 sqft,1,House,857 sqft,0,875000,-114.077794964,51.070426132
27497266,A2170111,4,3 + 1,1984.2 sqft,2,House,1984 sqft,1,869000,-114.096344161,50.923545171
27497084,A2170122,2,3 + 1,988 sqft,1,House,988 sqft,0,550000,-113.950588271,51.047088799
27497082,A2170076,2,2 + 0,1092 sqft,2,Row / Townhouse,1092 sqft,0,375000,-114.166224994,51.032480237
27497008,A2169159,3,3 + 1,1244.46 sqft,,House,1244 sqft,1,875000,-114.107490266,50.968741219
27497001,A2169295,1,1 + 0,627.78 sqft,3,Apartment,628 sqft,0,195900,-114.086030567,50.951968179
27496939,A2170328,3,2 + 0,1560.49 sqft,2,Row / Townhouse,1560 sqft,1,539900,-114.271118809,51.086459662
27496925,A2170357,3,3 + 1,1969.62 sqft,2,House,1970 sqft,1,775000,-114.239559407,51.129992883
27496924,A2170388,4,3 + 0,1934.1 sqft,2,House,1934 sqft,2,720000,-114.121916085,51.165205462
27496844,A2168299,2,2 + 0,850.22 sqft,10,Apartment,850 sqft,0,450000,-114.03981225,51.049807745
27496780,A2162198,3,3 + 2,1081.43 sqft,,House,1081 sqft,0,624900,-113.93855,51.1208289
27496725,A2170371,2,3 + 1,1418.06 sqft,,House,1418 sqft,0,584500,-114.097448987,51.138509681
27496724,A2168993,2,2 + 1,863.1 sqft,,Duplex,863 sqft,1,569900,-114.1327344,50.9560972
27496723,A2170344,2,2 + 0,904 sqft,4,Apartment,904 sqft,0,325000,-114.069034141,50.894393769
27496722,A2170009,3,3 + 0,1742.3 sqft,2,Duplex,1742 sqft,1,584900,-114.077051178,50.875675312
27496721,A2168937,2,3 + 0,1250 sqft,3,Apartment,1250 sqft,0,429900,-114.153446442,51.01398615
27496720,A2169380,5,5 + 3,2705.5 sqft,2,House,2706 sqft,0,949900,-114.224035288,51.116958843
27496718,A2169457,4,5 + 0,2201.7 sqft,2,House,2202 sqft,0,799900,-113.9166799,51.1194042
27496717,A2170222,2,3 + 2,1063.98 sqft,1,House,1064 sqft,0,599000,-113.9453215,51.1059089
27496712,A2168536,3,3 + 0,1438.3 sqft,2,Row / Townhouse,1438 sqft,1,565900,-113.9645802,51.1466834
27496577,A2169908,1,1 + 0,566 sqft,29,Apartment,566 sqft,0,339000,-114.059510179,51.041985086
27496564,A2168410,1,1 + 0,687 sqft,4,Apartment,687 sqft,0,214900,-114.0585046,51.0918652
27496563,A2169669,1,2 + 0,738 sqft,4,Apartment,738 sqft,0,339000,-114.082931236,51.057972557
27496549,A2167683,2,2 + 0,831.6 sqft,44,Apartment,832 sqft,0,499900,-114.055576976,51.041473369
27496486,A2170167,4,3 + 1,2349 sqft,2,House,2349 sqft,1,840000,-114.085122231,51.181186847
27496467,A2170355,2,1 + 0,705 sqft,4,Apartment,705 sqft,1,325000,-114.091039705,51.04099056
27496466,A2170361,4,3 + 2,1928.56 sqft,2,House,1929 sqft,1,745000,-113.968419182,51.158542683
27496436,A2164879,1,2 + 0,634.68 sqft,4,Apartment,635 sqft,0,289990,-113.956504445,51.164116454
27496417,A2169825,3,2 + 0,1252.58 sqft,3,Row / Townhouse,1253 sqft,1,440000,-114.009578521,50.861795841
27496416,A2170144,2,2 + 0,858 sqft,4,Apartment,858 sqft,0,459900,-113.9531149,50.8665203
27496352,A2170146,4,3 + 1,2279.8 sqft,2,House,2280 sqft,1,1329900,-114.211506417,51.037280105
27496309,A2169768,2,3 + 0,1108.8 sqft,2,Row / Townhouse,1109 sqft,1,319000,-113.971854698,51.023707443
